Argonne v18 + Urbana X
12C Total momentum distributions for all r     18 May 2021

QQ(J) =  .001
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  1569.9
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  603.87
 
  Q(I)     RHOQNP       DRHOQNP       RHOQPP       DRHOQPP
 2          16.261        1.0095         2.4928        .41734
 2.1        13.963         .81772        1.9375        .32703
 2.2        11.97          .66366        1.5016        .25391
 2.3        10.234         .53832        1.1772        .1984
 2.4         8.7372        .43573         .94271       .15677
 2.5         7.46          .35111         .76886       .12525
 2.6         6.3774        .28099         .63497       .10018
 2.7         5.4622        .22376         .53105       .079232
 2.8         4.6856        .17862         .45165       .062729
 2.9         4.0199        .14425         .39113       .051072
 3           3.4431        .11877         .34312       .042863
 3.1         2.9399        .10019         .30228       .036486
 3.2         2.5011        .086546        .26548       .031248
 3.3         2.1215        .07599         .23169       .026859
 3.4         1.7967        .067155        .20103       .023069
 3.5         1.5211        .059307        .17378       .019771
 3.6         1.2875        .052178        .1499        .016986
 3.7         1.0885        .045726        .12903       .014733
 3.8          .91783       .039985        .11068       .012968
 3.9          .77101       .035005        .094399      .011588
 4            .64511       .030755        .079945      .010454
 4.1          .53819       .027119        .067245      .0094425
 4.2          .4483        .023956        .056277      .0084785
 4.3          .37287       .021164        .046936      .0075416
 4.4          .30916       .01867         .039038      .0066441
 4.5          .25498       .016422        .032401      .0058154
 4.6          .20902       .014426        .026881      .0050987
 4.7          .17056       .012699        .022335      .0045269
 4.8          .139         .011209        .018602      .0040903
 4.9          .11352       .0099119       .015516      .0037549
 5            .092826      .0088255       .01292       .0034937
 5.1          .075392      .0079694       .010668      .0032864
 5.2          .060113      .0072984       .0086434     .003111
 5.3          .046752      .0067359       .0067662     .0029339
 5.4          .035547      .0062169       .0050299     .0027231
 5.5          .026833      .0057397       .0036411     .002538
 5.6          .021018      .0053059       .0030116     .002421
 5.7          .017732      .0049022       .0031407     .0022455
 5.8          .014534      .0046411       .002792      .0021102
 5.9          .008609      .0045996      1.8799E-4     .0025014
 6            .0013582     .0045638      -.0040786     .0029144
 
QQ(J) =  1.4
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  196.07
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  78.472
 
  Q(I)      RHOQNP       DRHOQNP        RHOQPP       DRHOQPP
 *****  *************  ***********  *************  ***********
  .001  71247          183.61       17402          132.63
  .1    67887          172.62       17152          121.29
  .2    58845          144.15       16298           92.822
  .3    46667          108.51       14665           60.065
  .4    34144           75.432      12266           35.082
  .5    23270           49.952       9415.9         22.312
  .6    14907           32.528       6598.3         16.703
  .7     9044.9         21.407       4225.7         12.54
  .8     5227.2         14.54        2488.9          8.7648
  .9     2892.4         10.32        1364            5.882
 1       1543.8          7.6966       708.26         4.2058
 1.1      804.9          5.964        357.49         3.3679
 1.2      417.88         4.6582       180.84         2.7019
 1.3      221.33         3.6115        94.01         2.0114
 1.4      122.35         2.8128        50.577        1.4494
 1.5       71.559        2.2281        27.882        1.1141
 1.6       44.423        1.7855        15.63          .90322
 1.7       29.298        1.4326         9.0334        .70921
 1.8       20.581        1.1479         5.5478        .53577
 1.9       15.352         .92072        3.6689        .40919
 2         11.995         .73941        2.5547        .31832
 2.1        9.6416        .59315        1.8115        .24567
 2.2        7.8715        .47447        1.2893        .18859
 2.3        6.4931        .37869         .92937       .14565
 2.4        5.4121        .30187         .69113       .11345
 2.5        4.5656        .24015         .53687       .089757
 2.6        3.8997        .19052         .43547       .071638
 2.7        3.3639        .15121         .36549       .056555
 2.8        2.9152        .12118         .31371       .044649
 2.9        2.5227        .099192        .27234       .036529
 3          2.1702        .083482        .23709       .03106
 3.1        1.8532        .0721          .20599       .026768
 3.2        1.5731        .063379        .17844       .023112
 3.3        1.3314        .056089        .15429       .019955
 3.4        1.1266        .049509        .13326       .017154
 3.5         .95384       .04337         .11484       .014646
 3.6         .80751       .03769         .098622      .012471
 3.7         .68281       .032582        .084371      .010675
 3.8         .57597       .028133        .071911      .0092574
 3.9         .48409       .02437         .060986      .0081612
 4           .40509       .021245        .051339      .0072929
 4.1         .33765       .018644        .042831      .0065576
 4.2         .28071       .016438        .035434      .0058903
 4.3         .23296       .014535        .029141      .0052644
 4.4         .19297       .01287         .023922      .00468
 4.5         .15955       .011404        .019734      .0041501
 4.6         .13186       .010132        .016468      .0036977
 4.7         .10899       .0090517       .013886      .0033381
 4.8         .089892      .0081316       .011693      .0030602
 4.9         .073783      .0073314       .0097177     .0028383
 5           .060347      .0066464       .007986      .0026555
 5.1         .049328      .006079        .0065847     .002501
 5.2         .040141      .0056067       .0054735     .0023653
 5.3         .032036      .0051816       .0044622     .0022253
 5.4         .024575      .004772        .0033913     .0020545
 5.5         .018007      .0043879       .0023429     .001907
 5.6         .013239      .0040208       .0016254     .0018223
 5.7         .010851      .0037025       .0013941     .0016919
 5.8         .0096617     .0035106       .0011435     .0016285
 5.9         .0071933     .0034185     -1.3257E-4     .0020177
 6           .0029441     .0033248      -.0023949     .0023301
 
QQ(J) =  1.6
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  111.19
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  44.165
 
  Q(I)      RHOQNP       DRHOQNP       RHOQPP       DRHOQPP
 *****  *************  ***********  ************  **********
  .001  38761          121.11       9593.8        82.008
  .1    36968          113.95       9415.7        75.411
  .2    32125           95.256      8852.9        58.662
  .3    25555           71.441      7871.3        38.856
  .4    18741           49.002      6525.8        22.865
  .5    12782           31.84       4994.2        14.036
  .6     8185.5         20.762      3513.6        10.519
  .7     4970.3         14.387      2277.1         8.3242
  .8     2890.9         10.633      1370.7         6.1303
  .9     1630.6          8.1027      778.65        4.3418
 1        906.75         6.2753      428.25        3.3116
 1.1      507.91         4.9145      235.85        2.718
 1.2      292.91         3.8184      134.27        2.1471
 1.3      176.25         2.9205       80.02        1.5873
 1.4      110.37         2.236        49.198       1.1704
 1.5       70.85         1.7382       30.374        .90571
 1.6       45.929        1.366        18.508        .7122
 1.7       29.939        1.0789       11.167        .54794
 1.8       19.796         .85792       6.8008       .41584
 1.9       13.481         .68827       4.2623       .31876
 2          9.554         .55403       2.7582       .24559
 2.1        7.0409        .44405       1.8201       .18786
 2.2        5.3513        .35337       1.2099       .14378
 2.3        4.1674        .27976        .81291      .11047
 2.4        3.3251        .22087        .56412      .085083
 2.5        2.728         .17405        .41515      .066698
 2.6        2.3034        .1371         .32701      .053159
 2.7        1.9889        .10862        .27129      .04202
 2.8        1.7351        .087539       .23075      .033177
 2.9        1.5106        .072595       .19711      .027214
 3          1.3025        .062086       .16759      .023279
 3.1        1.1107        .054277       .142        .020153
 3.2         .94013       .047904       .12058      .017413
 3.3         .79404       .042238       .10306      .015008
 3.4         .67156       .036967       .088577     .012865
 3.5         .56889       .032026       .076123     .010944
 3.6         .4819        .0275         .065059     .0092734
 3.7         .40758       .023499       .055203     .0078836
 3.8         .34386       .020085       .046556     .0067728
 3.9         .28908       .017253       .039042     .005904
 4           .24191       .014937       .032493     .0052189
 4.1         .20147       .01304        .026771     .0046555
 4.2         .16713       .011462       .021824     .004168
 4.3         .1383        .010133       .017648     .0037344
 4.4         .11436       .009002       .014254     .003348
 4.5         .094761      .0080361      .011638     .0030094
 4.6         .078934      .007219       .0097131    .0027248
 4.7         .066067      .006537       .0082595    .0024966
 4.8         .055186      .0059572      .0070101    .0023116
 4.9         .04567       .0054479      .0058272    .0021527
 5           .03754       .0049953      .0047727    .002013
 5.1         .031039      .004599       .0039723    .0018894
 5.2         .025944      .0042486      .0034175    .0017797
 5.3         .021474      .0039147      .0029331    .0016666
 5.4         .016908      .0035886      .0023504    .0015264
 5.5         .012287      .0032756      .0016634    .0014115
 5.6         .0084828     .0029853     9.9169E-4    .0013541
 5.7         .0064236     .002752      4.4508E-4    .001265
 5.8         .0060027     .0026029     3.1638E-5    .0012631
 5.9         .0059264     .0024966    -3.5793E-4    .0016081
 6           .0049068     .0024169    -7.0561E-4    .0018163
 
QQ(J) =  1.8
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  60.121
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  24.15
 
  Q(I)      RHOQNP       DRHOQNP      RHOQPP       DRHOQPP
 *****  *************  **********  ************  **********
  .001  18524          74.709      4634.4        53.739
  .1    17702          70.411      4545          49.615
  .2    15470          59.121      4267.9        39.029
  .3    12416          44.645      3796          26.205
  .4     9211.8        30.94       3160.3        15.461
  .5     6370.4        20.506      2441.7         9.3797
  .6     4146.2        13.916      1745.9         7.2098
  .7     2569.1        10.244      1159.9         5.9296
  .8     1538.5         8.1077      725.2         4.5157
  .9      909.07        6.5781      436.73        3.3889
 1        543.9         5.282       261.87        2.7186
 1.1      337.75        4.1346      161.8         2.2108
 1.2      220.23        3.16        104.89        1.7091
 1.3      149.43        2.3911       70.622       1.2794
 1.4      103.04        1.8185       47.961        .97093
 1.5       70.531       1.3993       31.958        .74309
 1.6       47.274       1.0858       20.619        .5607
 1.7       30.971        .84623      12.91         .42304
 1.8       19.997        .66398       7.9488       .32431
 1.9       12.922        .5273        4.8937       .2498
 2          8.5014       .4231        3.0467       .19107
 2.1        5.7573       .33994       1.9189       .14615
 2.2        4.025        .27144       1.2172       .11264
 2.3        2.9056       .21488        .78055      .086555
 2.4        2.174        .16877        .51653      .066085
 2.5        1.6979       .13182        .36321      .051294
 2.6        1.3877       .10289        .27495      .04068
 2.7        1.1766       .081042       .22012      .032154
 2.8        1.0171       .065276       .1805       .025418
 2.9         .88065      .054282       .14824      .020828
 3           .75572      .046521       .12127      .017753
 3.1         .64169      .040646       .099493     .015299
 3.2         .5417       .035783       .082713     .013164
 3.3         .45743      .031447       .070011     .011313
 3.4         .38762      .027439       .060063     .0096862
 3.5         .32934      .023708       .051683     .0082457
 3.6         .27981      .020318       .044177     .0070038
 3.7         .23715      .017343       .03734      .0059676
 3.8         .20027      .014813       .031207     .0051232
 3.9         .16842      .012703       .02582      .0044419
 4           .14095      .010957       .021149     .0038906
 4.1         .11729      .0095096      .017136     .0034362
 4.2         .097066     .008304       .013737     .0030531
 4.3         .080051     .0072972      .010928     .0027269
 4.4         .066073     .0064567      .0086943    .0024496
 4.5         .054874     .0057566      .0070067    .002215
 4.6         .046026     .0051786      .0057863    .0020206
 4.7         .038918     .0047046      .0048879    .0018621
 4.8         .032893     .0043054      .0041509    .001727
 4.9         .027538     .0039524      .0034858    .0016042
 5           .022875     .0036346      .0029057    .0014928
 5.1         .019161     .0033513      .002458     .001394
 5.2         .016371     .0030949      .0021327    .0013081
 5.3         .013954     .0028461      .001861     .0012197
 5.4         .011267     .0026018      .0015761    .0011096
 5.5         .0082462    .0023666      .0012196    .0010283
 5.6         .0055422    .0021557     7.1889E-4   9.935E-4
 5.7         .0039041    .0020036     6.9614E-5   9.386E-4
 5.8         .0035422    .0018984    -5.1365E-4   9.7974E-4
 5.9         .0041205    .0018137    -5.8776E-4    .0012507
 6           .0047203    .0017932     1.5751E-4    .0013668
 
QQ(J) =  2
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  32.611
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  13.5
 
  Q(I)     RHOQNP       DRHOQNP      RHOQPP       DRHOQPP
 *****  ************  **********  ************  **********
  .001  7936.6        45.31       1996.3        36.029
  .1    7604.9        42.758      1962.5        33.317
  .2    6700.9        36.092      1856.3        26.36
  .3    5453.3        27.65       1671.3        17.914
  .4    4126.9        19.799      1415.6        10.825
  .5    2929.5        13.88       1119.2         6.7941
  .6    1971.8        10.007       825.05        5.2853
  .7    1276.6         7.6507      571.77        4.3615
  .8     811.49        6.2245      379.9         3.4253
  .9     520.21        5.2197      249.49        2.7298
 1       345.48        4.3083      167.41        2.2415
 1.1     241.11        3.4208      117.15        1.78
 1.2     175.47        2.6251       85.128       1.3609
 1.3     129.97        1.98         62.689       1.0448
 1.4      95.393       1.4934       45.499        .80647
 1.5      68.138       1.1402       31.939        .60576
 1.6      47.016        .882        21.529        .44474
 1.7      31.365        .68406      13.964        .33348
 1.8      20.364        .52896       8.7935       .25734
 1.9      13.009        .41119       5.4434       .19746
 2         8.2848       .32475       3.3509       .15
 2.1       5.3277       .26006       2.0657       .11551
 2.2       3.495        .20877       1.2797       .09006
 2.3       2.3584       .16632        .80204      .069353
 2.4       1.6516       .131          .51694      .052701
 2.5       1.2118       .1023         .35035      .040629
 2.6        .93559      .079867       .25245      .03203
 2.7        .75509      .063088       .19083      .02533
 2.8        .62724      .050961       .14738      .020149
 2.9        .52729      .042282       .11427      .016518
 3          .44361      .035892       .088964     .013943
 3.1        .37244      .030951       .070402     .011873
 3.2        .31322      .026929       .057353     .010132
 3.3        .2652       .023495       .048253     .0086732
 3.4        .22638      .020439       .041563     .0074227
 3.5        .19418      .017666       .036108     .0063369
 3.6        .16653      .015181       .031201     .0054146
 3.7        .14217      .013017       .026565     .0046438
 3.8        .12055      .011169       .022183     .0040018
 3.9        .10149      .0096033      .018159     .0034655
 4          .084866     .008277       .014612     .0030174
 4.1        .070507     .0071532      .011609     .0026426
 4.2        .058243     .0062048      .0091556    .0023283
 4.3        .047966     .0054102      .0072038    .0020657
 4.4        .039571     .0047502      .0056793    .0018479
 4.5        .032874     .0042065      .0045011    .001667
 4.6        .027586     .0037638      .0036002    .0015181
 4.7        .023352     .0034049      .0029237    .0013949
 4.8        .019806     .0031043      .0024263    .0012869
 4.9        .016705     .0028394      .0020645    .0011868
 5          .014046     .0026023      .0017873    .0010962
 5.1        .01194      .0023956      .0015279    .0010183
 5.2        .010284     .0022111      .0012456   9.5363E-4
 5.3        .0087074    .0020362     9.9616E-4   8.8703E-4
 5.4        .0069383    .001867      8.6197E-4   8.0757E-4
 5.5        .0050705    .0017022     7.5189E-4   7.5658E-4
 5.6        .0034132    .0015616     4.2109E-4   7.3663E-4
 5.7        .0023071    .0014628    -1.8375E-4   7.0959E-4
 5.8        .0020491    .0013974    -6.9754E-4   7.7001E-4
 5.9        .0025734    .0013568    -5.6701E-4   9.4976E-4
 6          .002991     .0013754     4.1472E-4    .0010143
 
QQ(J) =  2.2
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  18.902
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  8.1484
 
  Q(I)     RHOQNP       DRHOQNP      RHOQPP      DRHOQPP
 *****  ************  **********  ***********  **********
  .001  3130.3        29.031      783.14       24.076
  .1    3010.2        27.429      774.84       22.268
  .2    2681.7        23.287      746.07       17.682
  .3    2224.4        18.144      689.45       12.249
  .4    1731.7        13.46       602.89        7.8003
  .5    1278.9         9.9187     494.98        5.1809
  .6     908.55        7.4626     382.49        3.9603
  .7     632.47        5.8186     282.42        3.2189
  .8     441.44        4.7428     204.63        2.6276
  .9     316.28        3.9755     149.99        2.1883
 1       236           3.3255     113.48        1.7981
 1.1     182.74        2.7183      88.548       1.4085
 1.2     143.94        2.1422      69.944       1.0902
 1.3     112.6         1.6258      54.649        .85674
 1.4      85.922       1.2149      41.504        .659
 1.5      63.355        .92163     30.338        .4882
 1.6      44.992        .71382     21.262        .36092
 1.7      30.811        .55466     14.297        .27385
 1.8      20.437        .42601      9.2709       .20923
 1.9      13.218        .32473      5.8475       .15783
 2         8.4106       .25032      3.6254       .11969
 2.1       5.3244       .19748      2.2334       .093247
 2.2       3.3958       .15816      1.3795       .073225
 2.3       2.2069       .12656       .86068      .056373
 2.4       1.4753       .10033       .54697      .04287
 2.5       1.0223       .07906       .35811      .033078
 2.6        .73756      .062574      .24356      .026021
 2.7        .55326      .050247      .17144      .020643
 2.8        .42857      .04111       .12309      .0166
 2.9        .33997      .0342        .08922      .013663
 3          .27444      .02881       .065635     .011421
 3.1        .22498      .024512      .049872     .009593
 3.2        .18761      .021029      .039755     .0081044
 3.3        .1594       .018145      .033303     .0068983
 3.4        .13766      .015678      .028939     .0058916
 3.5        .11997      .013516      .025565     .0050386
 3.6        .10453      .011614      .022511     .0043229
 3.7        .090331     .0099695     .019441     .0037235
 3.8        .077066     .0085615     .01629      .0032162
 3.9        .06487      .0073608     .013203     .0027844
 4          .054017     .0063356     .01041      .0024183
 4.1        .044669     .0054627     .0080832    .00211
 4.2        .036813     .0047247     .0062656    .0018513
 4.3        .030315     .0041073     .0048878    .0016356
 4.4        .024981     .0035955     .00382      .0014566
 4.5        .020597     .0031743     .0029394    .0013075
 4.6        .016989     .0028307     .0021913    .0011834
 4.7        .014044     .002552      .0015992    .0010795
 4.8        .011668     .0023189     .0012094   9.8809E-4
 4.9        .009765     .0021141     .0010158   9.0457E-4
 5          .0082589    .0019332    9.1849E-4   8.3016E-4
 5.1        .007039     .0017785    7.6358E-4   7.6879E-4
 5.2        .0059045    .0016436    4.9583E-4   7.1911E-4
 5.3        .0046993    .0015206    2.6014E-4   6.6916E-4
 5.4        .0034799    .0014063    2.0748E-4   6.1725E-4
 5.5        .0023737    .001292     1.9597E-4   5.8555E-4
 5.6        .0014023    .0011939   -8.114E-5    5.7346E-4
 5.7       7.5962E-4    .0011301   -5.7623E-4   5.7182E-4
 5.8       8.7905E-4    .001087    -7.5534E-4   6.237E-4
 5.9        .0014932    .0010745   -2.3354E-4   7.2119E-4
 6          .0013064    .0011097    6.2066E-4   7.9811E-4
 
QQ(J) =  2.4
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  12.184
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  5.4457
 
  Q(I)     RHOQNP       DRHOQNP      RHOQPP      DRHOQPP
 *****  ************  **********  ***********  **********
  .001  1176.4        20.137      286.23       16.166
  .1    1136.7        19.064      286.92       14.949
  .2    1027.3        16.294      285.84       11.919
  .3     873.62       12.863      276.29        8.4704
  .4     706.28        9.7255     253.7         5.7462
  .5     550.8         7.3104     219.64        4.0126
  .6     422.12        5.5943     180.86        2.9759
  .7     324.33        4.4055     144.96        2.3716
  .8     254.16        3.5718     116.43        2.0145
  .9     205.03        2.9531      95.624       1.7242
 1       169.8         2.4695      80.371       1.4023
 1.1     142.21        2.0601      68.021       1.0917
 1.2     118.1         1.6693      56.836        .86595
 1.3      95.78        1.2959      46.255        .69413
 1.4      75.257        .97939     36.413        .52984
 1.5      57.112        .74238     27.616        .39496
 1.6      41.81         .57326     20.113        .30535
 1.7      29.526        .44679     14.044        .23628
 1.8      20.144        .34493      9.417        .17465
 1.9      13.328        .26208      6.1          .12781
 2         8.6132       .19912      3.8576       .098045
 2.1       5.4933       .15456      2.4129       .077725
 2.2       3.4977       .12276      1.5088       .060872
 2.3       2.2446       .098231      .94717      .046632
 2.4       1.4607       .0784        .5969       .035679
 2.5        .96801      .062585      .37816      .027758
 2.6        .6559       .050367      .24242      .021872
 2.7        .45614      .04105       .15843      .01739
 2.8        .32635      .033871      .1057       .014084
 2.9        .24053      .028222      .071831     .011627
 3          .18314      .023712      .050025     .0096647
 3.1        .14472      .020078      .036429     .0080497
 3.2        .11891      .01712       .028337     .0067512
 3.3        .10113      .014683      .023629     .0057132
 3.4        .088186     .012636      .020736     .0048666
 3.5        .077886     .010875      .018605     .004166
 3.6        .068744     .0093433     .016599     .0035836
 3.7        .059888     .0080133     .014406     .0030922
 3.8        .051113     .0068682     .011995     .0026719
 3.9        .042742     .0058901     .0095477    .0023128
 4          .035241     .0050598     .0073316    .0020083
 4.1        .028877     .0043611     .0055382    .001752
 4.2        .023637     .0037785     .004206     .001537
 4.3        .019354     .0032975     .0032401    .0013579
 4.4        .015809     .0029027     .0024849    .0012088
 4.5        .012776     .0025779     .0018095    .0010833
 4.6        .010102     .0023113     .0011773   9.7742E-4
 4.7        .0078105    .0020928    6.5273E-4   8.8808E-4
 4.8        .0060481    .001909     3.2629E-4   8.1032E-4
 4.9        .0048514    .0017467    2.0783E-4   7.4045E-4
 5          .0040031    .0016029    1.7817E-4   6.7921E-4
 5.1        .0032075    .0014794    8.2124E-5   6.2954E-4
 5.2        .0023717    .00137     -9.3845E-5   5.882E-4
 5.3        .001595     .0012717   -2.1147E-4   5.4956E-4
 5.4       9.2066E-4    .0011827   -2.285E-4    5.1549E-4
 5.5       2.6129E-4    .0010897   -3.3657E-4   4.9004E-4
 5.6      -3.8658E-4    .0010142   -6.8221E-4   4.8509E-4
 5.7      -7.197E-4    9.6419E-4    -.0010011   5.0031E-4
 5.8      -3.092E-4    9.3193E-4   -7.4197E-4   5.2836E-4
 5.9       6.2014E-4   9.1442E-4    2.2276E-4   5.8832E-4
 6         7.8937E-4   9.5908E-4     .0010291   7.1501E-4
 
QQ(J) =  2.6
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  8.6595
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  3.9598
 
  Q(I)     RHOQNP      DRHOQNP      RHOQPP      DRHOQPP
 *****  ***********  **********  ***********  **********
  .001  438.08       14.606       98.653      11.207
  .1    425.88       13.856      101.47       10.366
  .2    392.08       11.918      107.59        8.3045
  .3    344.14        9.4963     111.78        6.0352
  .4    291.71        7.2444     109.91        4.2952
  .5    243.36        5.4781     101.63        3.0994
  .6    204.11        4.2101      89.982       2.2508
  .7    174.85        3.3247      78.68        1.763
  .8    153.7         2.689       69.815       1.5418
  .9    137.67        2.2034      63.275       1.3432
 1      123.79        1.8167      57.687       1.0834
 1.1    109.87        1.5008      51.762        .84114
 1.2     95.022       1.2319      45.074        .67939
 1.3     79.546        .99317     37.944        .54968
 1.4     64.351        .78093     30.887        .41944
 1.5     50.319        .60274     24.287        .32586
 1.6     38.025        .46477     18.38         .2704
 1.7     27.738        .36138     13.336        .21252
 1.8     19.518        .28035      9.2695       .14969
 1.9     13.279        .21483      6.2023       .10491
 2        8.7952       .16383      4.0395       .082253
 2.1      5.7251       .12655      2.5945       .066552
 2.2      3.6932       .099827     1.6573       .051587
 2.3      2.3728       .079919     1.0525       .03921
 2.4      1.5218       .064437      .66029      .030315
 2.5       .97627      .052236      .40731      .023868
 2.6       .62937      .042567      .24845      .018897
 2.7       .41105      .034853      .15247      .015052
 2.8       .2747       .028698      .095972     .012196
 2.9       .18971      .02382       .062487     .010056
 3         .13687      .019966      .042158     .0083432
 3.1       .10434      .016897      .029864     .0069353
 3.2       .08432      .014406      .02277      .0057951
 3.3       .071446     .012346      .018864     .0048782
 3.4       .062316     .010612      .016591     .0041397
 3.5       .054977     .0091266     .014885     .0035431
 3.6       .048289     .007838      .013156     .0030512
 3.7       .041667     .0067164     .011202     .0026343
 3.8       .035079     .0057478     .0090911    .0022764
 3.9       .028874     .0049217     .0070298    .0019711
 4         .023438     .0042275     .0052427    .0017133
 4.1       .018931     .0036518     .0038635    .0014965
 4.2       .015277     .0031798     .0028882    .0013144
 4.3       .012298     .0027966     .0021998    .0011631
 4.4       .0098146    .0024858     .0016439    .0010379
 4.5       .0076524    .0022311     .0011117   9.3239E-4
 4.6       .0056818    .0020214    5.8992E-4   8.4297E-4
 4.7       .0039333    .0018488    1.5109E-4   7.6807E-4
 4.8       .0025882    .0017018   -1.2441E-4   7.034E-4
 4.9       .0017211    .0015697   -2.4429E-4   6.4557E-4
 5         .001126     .0014507   -3.0708E-4   5.9564E-4
 5.1      5.6073E-4    .0013442   -3.7177E-4   5.5396E-4
 5.2      4.0768E-5    .0012483   -3.7883E-4   5.1791E-4
 5.3     -3.2595E-4    .0011582   -3.0824E-4   4.8712E-4
 5.4     -6.219E-4     .0010726   -3.458E-4    4.5928E-4
 5.5     -9.8074E-4   9.8828E-4   -6.8207E-4   4.355E-4
 5.6      -.0013597   9.1835E-4    -.0011494   4.3975E-4
 5.7      -.0015825   8.721E-4     -.0012496   4.5692E-4
 5.8      -.0012666   8.3633E-4   -5.8146E-4   4.6885E-4
 5.9     -1.7069E-5   8.1558E-4    6.9093E-4   5.5167E-4
 6         .0012272   8.5583E-4     .0015032   6.9937E-4
 
QQ(J) =  2.8
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  6.5375
4*PI*TOTINT(RHOQPP*Q(I)**2:Q(I))/(2*PI)**3 =  3.0221
 
  Q(I)     RHOQNP      DRHOQNP     RHOQPP     DRHOQPP
 *****  ***********  **********  **********  *********
  .001  165.37       10.767      30.932      8.1329
  .1    162.16       10.231      33.642      7.5285
  .2    153.1         8.8389     40.133      6.0494
  .3    139.99        7.0868     46.706      4.4357
  .4    125.6         5.4398     50.218      3.2183
  .5    112.82        4.1343     49.946      2.3697
  .6    103.53        3.1906     47.407      1.7253
  .7     97.961       2.5272     44.729      1.337
  .8     94.926       2.0484     43.067      1.1742
  .9     92.437       1.6764     42.129      1.0351
 1       88.625       1.363      40.844       .84542
 1.1     82.501       1.099      38.391       .66612
 1.2     74.118        .89329    34.694       .53697
 1.3     64.187        .73681    30.202       .42466
 1.4     53.634        .60595    25.424       .32437
 1.5     43.3          .48858    20.704       .27235
 1.6     33.79         .38566    16.252       .24382
 1.7     25.459        .2996     12.239       .1937
 1.8     18.505        .23079     8.8288      .13098
 1.9     13.004        .17759     6.1313      .08768
 2        8.8882       .13709     4.1416      .06989
 2.1      5.9505       .10658     2.7502      .057476
 2.2      3.9198       .083994    1.8038      .044056
 2.3      2.5435       .067371    1.1637      .033291
 2.4      1.6254       .054811     .73131     .026017
 2.5      1.0242       .044861     .44446     .020685
 2.6       .63959      .036705     .2626      .016495
 2.7       .40031      .030002     .15455     .01322
 2.8       .25559      .024594     .093985    .010691
 2.9       .16995      .020324     .060453    .00877
 3         .11964      .016987     .040992    .0072761
 3.1       .089889     .014368     .029151    .0060571
 3.2       .071846     .012268     .022065    .0050489
 3.3       .06019      .010531     .018012    .0042266
 3.4       .051726     .0090568    .015557    .0035696
 3.5       .044668     .0077839    .013631    .0030463
 3.6       .038166     .0066751    .011682    .002618
 3.7       .031993     .005711     .0096057   .0022566
 3.8       .026281     .0048814    .0075438   .0019493
 3.9       .021243     .0041788    .0056917   .0016895
 4         .016995     .0035935    .0041903   .0014712
 4.1       .013528     .0031139    .0030862   .0012873
 4.2       .010732     .0027252    .0023264   .0011325
 4.3       .0084468    .0024124    .0017853   .0010041
 4.4       .0065305    .00216      .0013286  8.9846E-4
 4.5       .0048896    .0019535   8.8103E-4  8.0951E-4
 4.6       .003465     .0017838   4.5112E-4  7.3449E-4
 4.7       .0022309    .001644    9.8043E-5  6.7241E-4
 4.8       .0011994    .0015237  -1.4434E-4  6.1912E-4
 4.9      3.8121E-4    .0014146  -3.1511E-4  5.7157E-4
 5       -2.3146E-4    .0013144  -4.5525E-4  5.3084E-4
 5.1     -6.2578E-4    .0012229  -4.9317E-4  4.9551E-4
 5.2     -8.2606E-4    .0011376  -3.326E-4   4.6487E-4
 5.3     -9.8259E-4    .0010555  -1.2089E-4  4.4049E-4
 5.4      -.0012076   9.7318E-4  -2.3577E-4  4.1294E-4
 5.5      -.0013882   8.9474E-4  -8.045E-4   3.9509E-4
 5.6      -.0014384   8.3335E-4   -.001359   4.0932E-4
 5.7      -.0014863   7.8351E-4   -.0012093  4.1422E-4
 5.8      -.0013146   7.5929E-4  -1.625E-4   4.3416E-4
 5.9     -2.3874E-4   7.33E-4      .0011863  5.6615E-4
 6         .0011571   7.8427E-4    .0016627  6.7504E-4
 
QQ(J) =  3
4*PI*TOTINT(RHOQNP*Q(I)**2:Q(I))/(2*PI)**3 =  5.0665
